Gad1-F-500512,0
VGlut-F-000327,0
fru-F-600209,0
Gad1-F-900109,0
Gad1-F-200692,0
Gad1-F-000583,0
Gad1-F-500624,0
Gad1-F-200546,0
VGlut-F-700376,0
Cha-F-100014,0
Gad1-F-000590,0
Gad1-F-300613,0
Cha-F-300166,0
Gad1-F-300824,0
Gad1-F-300649,0
Gad1-F-500385,0
Gad1-F-000618,0
Gad1-F-100689,0
VGlut-F-400352,0
fru-F-600253,0
VGlut-F-000480,0
Gad1-F-100556,0
Cha-F-800019,0
Cha-F-600231,0
Gad1-F-900403,0
Cha-F-200077,0
VGlut-F-200403,0
Gad1-F-000842,0
Cha-F-000416,0
fru-F-200062,0
Cha-F-000282,0
Gad1-F-700711,0
fru-F-200002,0
Gad1-F-000350,0
Gad1-F-100474,0
Gad1-F-600099,0
VGlut-F-400470,0
Gad1-F-000841,0
Gad1-F-400194,0
Gad1-F-700599,0
fru-F-300180,0
Gad1-F-500503,0
Cha-F-200449,0
Gad1-F-200593,0
VGlut-F-500733,0
VGlut-F-400436,0
Gad1-F-600079,0
Gad1-F-200604,0
Gad1-F-900452,0
Gad1-F-100598,0
Gad1-F-000576,0
Gad1-F-400530,0
VGlut-F-600173,0
Cha-F-300317,0
Gad1-F-000542,0
Gad1-F-000525,0
TH-F-200114,0
Gad1-F-000251,0
Gad1-F-700312,0
Cha-F-700132,0
Gad1-F-400146,0
Gad1-F-200203,0
fru-F-200178,0
VGlut-F-000406,0
Cha-F-300344,0
Gad1-F-500145,0
Cha-F-000316,0
Cha-F-100275,0
Trh-F-300072,0
Gad1-F-900351,0
Gad1-F-600693,0
fru-F-700204,0
VGlut-F-400768,0
VGlut-F-400315,0
Gad1-F-900580,0
VGlut-F-400386,0
Gad1-F-600388,0
5HT1A-F-800028,0
Cha-F-600256,0
VGlut-F-800172,0
Cha-F-200163,0
Cha-F-100063,0
Gad1-F-200099,0
Gad1-F-100400,0
fru-F-600123,0
Gad1-F-900022,0
Gad1-F-000435,0
Gad1-F-400055,0
VGlut-F-000456,0
Cha-F-000176,0
Trh-F-600018,0
VGlut-F-000353,0
Gad1-F-400449,0
Gad1-F-000332,0
Cha-F-300147,0
Gad1-F-900422,0
Gad1-F-900419,0
fru-F-400251,0
fru-F-400191,0
Gad1-F-300659,0
VGlut-F-300387,0
VGlut-F-700600,0
Cha-F-500240,0
Tdc2-F-100056,0
Gad1-F-200768,0
Cha-F-200355,0
Gad1-F-400350,0
VGlut-F-700192,0
VGlut-F-000599,0
VGlut-F-300225,0
Gad1-F-900326,0
Gad1-F-600271,0
fru-F-200189,0
Gad1-F-000834,0
Cha-F-000029,0
Gad1-F-100544,0
fru-F-300104,0
Gad1-F-800572,0
Cha-F-200094,0
Gad1-F-900612,0
Gad1-F-200499,0
Gad1-F-100813,0
Cha-F-200323,0
fru-F-200061,0
Gad1-F-700440,0
VGlut-F-600537,0
Cha-F-200257,0
Gad1-F-100046,0
Cha-F-700054,0
Gad1-F-200652,0
Gad1-F-800584,0
Cha-F-400004,0
Gad1-F-000176,0
fru-F-800033,0
Gad1-F-300175,0
Cha-F-200395,0
Gad1-F-200555,0
Cha-F-000465,0
Cha-F-400326,0
Cha-F-100371,0
Cha-F-300409,0
Gad1-F-800542,0
Gad1-F-100652,0
Gad1-F-500757,0
VGlut-F-700608,0
VGlut-F-000637,0
Cha-F-100336,0
Gad1-F-000544,0
Gad1-F-100392,0
fru-F-100060,0
Gad1-F-100788,0
5HT1A-F-700014,0
Gad1-F-300125,0
fru-F-500585,0
Gad1-F-600605,0
Cha-F-000382,0
Gad1-F-300512,0
Cha-F-000213,0
Trh-F-900023,0
fru-F-600092,0
Cha-F-600053,0
Gad1-F-000362,0
Cha-F-400312,0
